"Homicide rate (per 100,000 people)"
"Dimension: Human security"
"SDG 16.1 Significantly reduce all forms of violence and related death rates everywhere"
"Definition: Number of unlawful deaths inflicted upon a person with the intent to cause death or serious injury, expressed per 100,000 people."
"Source: UNODC (United Nations Office on Drugs and Crime) (2020). DATAUNODC. https://dataunodc.un.org. Accessed 21 July 2020."
""
"HDI Rank","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018","","2013-2018",""
"117"," Marshall Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"184"," Mali","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"157"," Mauritania","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"170"," Sudan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"187"," Chad","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"167"," Togo","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"140"," Vanuatu","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","5.1","","6.9","","5.8","","5.0","","2.4","","2.3","","3.2","","3.0","","3.2","","3.3","","3.3","","3.2","","..","","2.9",""
" ","High human development","..","","8.1","","7.3","","6.7","","6.2","","6.5","","6.5","","5.9","","6.4","","5.8","","6.7","","6.4","","..","","6.3",""
" ","Medium human development","..","","..","","5.1","","4.5","","4.8","","4.8","","4.9","","4.7","","4.6","","4.3","","3.9","","..","","..","","3.7",""
" ","Developing Countries","..","","..","","..","","5.6","","5.5","","5.7","","5.8","","5.4","","5.7","","5.1","","..","","..","","..","","6.2",""
"","Regions","..","","..","","..","","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","..","","..","","..","","1.5","","2.8","","3.2","","3.1","","4.0","","1.4","","1.4","","1.6","","1.5","","..","","3.3",""
" ","East Asia and the Pacific","..","","..","","..","","2.2","","1.6","","1.5","","1.4","","1.4","","1.3","","1.3","","1.3","","1.0","","..","","1.0",""
" ","Europe and Central Asia","..","","..","","7.4","","5.0","","4.6","","4.5","","4.5","","3.8","","3.9","","2.6","","1.9","","3.6","","..","","3.1",""
" ","Latin America and the Caribbean","22.9","","24.5","","24.4","","21.9","","24.4","","24.6","","25.0","","22.3","","23.4","","20.9","","23.1","","23.5","","..","","22.3",""
" ","South Asia","5.4","","..","","4.6","","4.1","","4.1","","4.1","","4.2","","3.9","","3.9","","3.6","","3.3","","..","","..","","3.1",""
" ","Small Island Developing States","..","","..","","9.9","","14.9","","12.5","","12.8","","12.5","","11.8","","10.9","","..","","..","","..","","..","","8.9",""
" ","Organization for Economic Co-operation and Development","4.8","","4.6","","3.3","","3.3","","4.1","","4.2","","4.0","","3.7","","3.4","","3.6","","4.0","","4.8","","..","","5.6",""
" ","World","..","","..","","6.2","","5.5","","4.9","","5.0","","5.3","","4.9","","5.1","","4.7","","5.0","","..","","..","","5.6",""
"a: Data refer to the most recent year available during the period specified."
""
